"id","political_party","tweet","nrc_lexicon","robertuito_transformer","gemini_llm"
"1333391127588851716","ciudadanos","❌ El Gobierno se ha equivocado de socios.  ⛔️ El separatismo ya está sacando pecho en lugar de ser frenado por la moderación.  📡 @BalEdmundo ""Los amigos de Pedro Sánchez son los que hablan de una república vasca y de un referéndum en Cataluña"" #ActualidadCs  https://t.co/jopTVW4MZZ","negative","negative",NA
"1333389477121826817","ciudadanos","📡@BalEdmundo atiende a los medios de comunicación tras la reunión del Comité Permanente de Cs.  🍊 ¡Mantente al día de la #ActualidadCs!  🔛 Sigue la declaración #EnDirecto  https://t.co/2hSqNfU22E","positive","neutral",NA
"1333381968839516160","ciudadanos","🍊🇪🇺Desde Cs seguimos trabajando para reforzar el proyecto común europeo.  🏛@InesArrimadas, @MarinaBS_Cs y @BalEdmundo se han reunido en el @Congreso_Es con el secretario de Estado de Asuntos Europeos de Francia, @CBeaune, y el embajador de Francia en España, Jean-Michel Casa.  https://t.co/mAjfuBXuPf","positive","neutral",NA
"1333358713223188480","ciudadanos","🚨El PSC mira hacia otro lado ante la corrupción de ERC.  📡@CarrizosaCarlos ""Lo que quieren es un tripartito para que todo siga igual"" #ActualidadCs  🔴🔵El bipartidismo ha negado a los catalanes una plataforma unitaria, pero Cs es la opción para acabar con el separatismo.  https://t.co/qUxouyaPL5","negative","negative",NA
"1333358349556080641","ciudadanos","⛔️ Laura Borràs pedía falsificar facturas y presupuestos para asignar contratos a dedo...  🎗 ... Pero al separatismo no le importa, la nombran candidata a la Generalitat.  📡 @CarrizosaCarlos ""Les da igual la corrupción, lo tapan todo con la bandera"" #ActualidadCs  https://t.co/SjktnJGDWn","negative","negative",NA
"1333357115654762497","ciudadanos","🚉La mala gestión del separatismo genera un sobrecoste de 5.000 millones en las obras de la línea 9 del metro de Barcelona  📡@CarrizosaCarlos ""El equivalente a un año de presupuesto de educación totalmente dilapidado"" #ActualidadCs   ❌Otro ejemplo de la corrupción del 'procés'  https://t.co/GPh0ZVVdS3","neutral","negative",NA
"1333355683350188034","ciudadanos","😷 El #COVID19 y las restricciones merman los ingresos y generan despidos y cierres de comercios.  📡 @CarrizosaCarlos ""Es urgente que desde las instituciones se tomen medidas para dinamizar la actividad económica"" #ActualidadCs  https://t.co/8K2De2ZwdD","negative","negative",NA
"1333352495943475200","ciudadanos","📡 @CarrizosaCarlos visita Santa Coloma para conocer las preocupaciones de los vecinos y comerciantes.  🔛 Sigue su declaración #EnDirecto en este enlace:  https://t.co/KeFZ8FijJk  https://t.co/9NjmxGF7jy","neutral","neutral",NA
"1333329203656347649","ciudadanos","👋#BuenosDías, Ciudadanos  📹Empezamos la semana con una nueva entrega del #VlogDeMel  📚@MelisaRguezH explica las claves de la 'Ley Celaá' 👉Atropella el #EspañolEnTodaEspaña 👉Ataca la educación especial 👉Arremete contra la concertada  ▶️¡Dale al play!  https://t.co/S2cBPTJLWn","positive","negative",NA
"1333148732775403526","ciudadanos","✒@lugaricano ""Madrid no roba a nadie, no se beneficia de una situación privilegiada. Su contribución al Fondo de solidaridad lo desmiente"".   ⚠Es lamentable que el Gobierno insulte a los ciudadanos aceptando tesis independentistas.    En @elespanolcom ▶  https://t.co/Ie6aG8EMv8  https://t.co/mNiieXvI4p","negative","negative",NA
"1333104571758108679","ciudadanos","🎭La cultura salva estados de ánimo. No podíamos abandonarla en estos duros momentos.   💸La @ComunidadMadrid destinará 2M de € en patrocinios que beneficiarán a 41 espacios escénicos.  📽️¡Lo cuentan @ignacioaguado y @CiudadanaMartaR! #LaCulturaEsSegura    https://t.co/IMuQp3ZXGZ","positive","positive",NA
"1333065130846859264","ciudadanos","🤦‍♂️ Cuando se unen el PSOE y el nacionalismo para gobernar, pasan cosas como esta...  ❌ Las mascotas son parte de la familia, pero cuando hay colas del hambre y miles de personas muriendo por una pandemia, un concierto para perros no es una prioridad.   ▶  https://t.co/YD5Y8CSM6z  https://t.co/KA1UKIyZBk","neutral","negative",NA
"1333024738176856065","ciudadanos","🍊 La tramitación de los #PGE llega a su fin y Cs ha cumplido: ✅ Frenamos locuras económicas de Podemos. ✅ Evidenciamos que Sánchez tenía la opción moderada de Cs para sacar estas cuentas.  🇪🇸 @InesArrimadas ""España es un gran país y merece la pena seguir luchando por él"".  https://t.co/euVoVsCCqJ","positive","neutral",NA
"1332981717238484994","ciudadanos","🌤 ¡Buenos días y #FelizDomingo!   ⚠️ En el Gobierno #EligenRadicalidad para los Presupuestos, algo éticamente inaceptable y aritméticamente innecesario.   📻 @BalEdmundo ""Cs ha cumplido con su deber por los españoles. Sánchez jamás podrá decir que no tenía otra opción"" en @COPE  https://t.co/6KPDdu3Xse","negative","negative",NA
"1332804291380252673","ciudadanos","Juan de Dios Román es una leyenda de nuestro balonmano, el alma, guía y emblema de una selección que nos dio muchas alegrías a todos los españoles. Su legado quedará siempre entre nosotros y nunca le olvidaremos.  Nuestro más sentido pésame a aus familiares y amigos. DEP🖤🇪🇸","negative","negative",NA
"1332769479709757440","ciudadanos","❗️ Es increíble que Sánchez quiera lavar su imagen visitando el Hospital de la Paz cuando lleva muriendo gente desde marzo.   📽 @begonavillacis ""No ha llamado a Madrid en toda la pandemia. Debe ser más presidente y menos sectario"" #ActualidadCs   👉 Los ciudadanos lo merecen.  https://t.co/cJONUVhc1n","positive","negative",NA
"1332768472867082240","ciudadanos","🍊Lo fácil era quedarse en la crítica, pero ha sido Cs quien ha conseguido: ✅ Dejar en evidencia a Sánchez.  ✅ Evitar subidas de impuestos a las familias, pymes y autónomos.   📽 @begonavillacis ""Sánchez jamás podrá decir que no tuvo otra opción"" #ActualidadCs  https://t.co/BasyM0LcRQ","negative","negative",NA
"1332767969655578625","ciudadanos","📡 Hoy @begonavillacis ha atendido a los medios de comunicación tras inaugurar el Belén de Madrid.   👉 ¡Te dejamos un resumen de sus declaraciones! #ActualidadCs  https://t.co/aSw7OwF2u8","neutral","neutral",NA
"1332734735605501952","ciudadanos","❌ #LaEspañaQueNosMerecemos NO es una en la que nuestro futuro lo eligen Otegi y Rufián.   🚨 El apoyo al separatismo es éticamente inaceptable y, gracias a Cs, era aritméticamente innecesario.   👉 #EligenRadicalidad y no la moderación. Los españoles merecen una explicación.  https://t.co/83Rz2j6ASX","negative","negative",NA
"1332689933996322819","ciudadanos","🚨El Gobierno escogió sacar los presupuestos con ERC y Bildu:  ❌Eligen chantajes en vez de igualdad y libertad para los españoles.  ❌Eligen privilegios en vez de congelar el sueldo a los políticos. ❌#EligenRadicalidad en vez de la moderación de Cs.  👎🏻 Sánchez quedó retratado.  https://t.co/IdVVvnoPYx","negative","negative",NA
"1331547189689143296","ciudadanos","‼️ Quieren obligar a las familias a enviar a sus hijos a las escuelas que les toca según su territorio.  👨‍🏫 @JosepmPrats ""Esta #LeyCelaá un ataque muy grave y una agresión"" #EspañolEnTodaEspaña  https://t.co/ZVRluON0i6","negative","negative",NA
"1330860123812663298","ciudadanos","⛔️ La semana pasada se aprobó la octava contrarreforma educativa sin ningún tipo de consenso.  🚨 @InesArrimadas ""Es un ataque a la libertad: las familias que quieren que sus hijos vayan a una escuela especial tienen el derecho de que así sea"" #ActualidadCs  https://t.co/r04cMcFtFR","positive","negative",NA
"1330858400943644676","ciudadanos","¡No te pierdas la rueda de prensa de @InesArrimadas tras la reunión del Comité Permanente de Cs! Síguelo #EnDirecto  https://t.co/g6FhkwRztp","neutral","neutral",NA
"1330797914801770497","ciudadanos","📻 @IgnacioAguado ""Necesitamos una ley educativa que nos permita educar no solo durante una legislatura, sino a una generación"" en @LasMananas_RNE  ❌ Basta de ideologizar la educación.  🚨La 'Ley Celaá' es una aberración y presentaremos un recurso en el Tribunal Constitucional.  https://t.co/2nIffG5Znu","positive","negative",NA
"1330794169015656448","ciudadanos","🦠 La pandemia no acaba en diciembre.   📚 Necesitamos mantener los refuerzos educativos en los colegios.  📻 @IgnacioAguado ""Pedimos al Gobierno de España que amplíe los fondos #COVID19 para seguir manteniendo los contratos de 9.500 profesores"" en @LasMananas_RNE  https://t.co/EVnexdCmxA","negative","neutral",NA
"1330792861571411969","ciudadanos","🏥 En la Comunidad de Madrid hemos contratado más de 10.000 médicos desde la primera ola de #COVID19.  📻@IgnacioAguado ""Hay que intentar buscar por todos los medios más personal cualificado"" en @LasMananas_RNE  ✅Ahora queremos contar con los farmacéuticos para hacer más test.  https://t.co/QXN7gL0g0L","positive","neutral",NA
"1330790763337281537","ciudadanos","👉 La Comunidad de Madrid estará cerrada perimetralmente en el puente de la Constitución.   📻 @IgnacioAguado ""No nos podemos relajar, la curva tiene que seguir bajando"" en @LasMananas_RNE  🍊Nuestra prioridad es salvar vidas y empleos.  https://t.co/p6IhsocMIe","positive","neutral",NA
"1330788168300421126","ciudadanos","😷 La lucha contra la #COVID19 necesitaba una estrategia común desde el principio.  🍊 Desde Cs siempre reclamamos un Plan Nacional al Gobierno de España.   📻 @IgnacioAguado ""Ojalá que con respecto a la vacuna sí haya una estrategia común"" en @LasMananas_RNE  https://t.co/hEznd9zYNY","negative","neutral",NA
"1330783768211320837","ciudadanos","👋 #BuenosDías, Ciudadanos.  📻 Empezamos el lunes con @IgnacioAguado en @LasMananas_RNE.  📡 Síguelo #EnDirecto en este enlace:  https://t.co/FF7PKb5hro  ¡No te lo pierdas!  https://t.co/DmZDI89fhl","positive","neutral",NA
"1330585607760916485","ciudadanos","🧙‍♂️ Parece que el Gobierno pretendía que la crisis migratoria en Canarias se resolviera... ¡Por arte de magia!    🤯 Sentándose a esperar a que llegase el mal tiempo.  🍊 ¡@MelisaRguezH explica las propuestas de Cs en la nueva entrega del #VlogDeMel!  https://t.co/DCgeRKujJ5","negative","neutral",NA
"1330550317554036737","ciudadanos","🇪🇺 ¿Sabías que @Cs_Europa juega un papel clave en la batalla judicial a Puigdemont en Bruselas?  🍊 Descubre la labor de nuestro eurodiputado @AdrianVL1982 que preside la Comisión de Asuntos Jurídicos encargada de resolver el suplicatorio del expresidente.  https://t.co/DFptKGaYa3  https://t.co/NwMFmlbWY4","positive","neutral",NA
"1330503087824449536","ciudadanos","⛔️ ¡No queremos boicots!   📡 @begonavillacis ""Necesitamos el consenso de todas las fuerzas políticas para elaborar por primera vez en España un Pacto por la Educación"" #StopLeyCelaa   📚 Urge una ley educativa con vocación de permanencia que dé estabilidad.  https://t.co/O4QFz6xBrm","positive","negative",NA
"1330501047350079488","ciudadanos","🍊 Desde Cs ofrecemos todo nuestro apoyo a la educación concertada y especial.  📢 ¡Escuchen a los padres de niños con necesidades especiales!  📡 @begonavillacis ""Es muy fácil hablar desde las tribunas y los despachos, pero la realidad es otra"" #StopLeyCelaá  https://t.co/jdlEi6YePW","positive","neutral",NA
"1330499399215149058","ciudadanos","👉 La #LeyCelaá va más allá de la pública, la concertada o la especial, ¡es una cuestión de libertad!  ❌ El PSOE no puede suplantar a los padres ni decidir por ellos.  📡 @begonavillacis ""Como madre, sigo queriendo decidir cuál es la mejor educación para mis hijas"" #StopLeyCelaá  https://t.co/cWzyPsoooY","positive","negative",NA
"1330497976104603652","ciudadanos","📡 @begonavillacis y @MarianoFuentesS han asistido a la manifestación #StopLeyCelaá junto a miles de familias en Madrid para defender la educación concertada y especial.   📽️ A continuación ha atendido a los medios de comunicación. ¡Te dejamos un resumen!  https://t.co/B9bqMHPx1R","positive","neutral",NA
"1330489860831010822","ciudadanos","👉 Lo piden los líderes históricos del PSOE... 👉 Lo piden algunos ministros... 👉 Lo piden más de la mitad de los votantes socialistas...  ⏳ Aún hay tiempo de que Sánchez rectifique y escoja la vía moderada que España necesita.   https://t.co/ftpdqFRmwv","neutral","neutral",NA
"1330473330726612995","ciudadanos","🔙 Pablo Iglesias decía que Ana Botella era alcaldesa por ser la mujer de Aznar.  👉 Ahora dicen que Irene Montero es ministra por ser la pareja de Iglesias.  🤚 ¡Basta! Hay que dejar de cavar trincheras y de cuestionar a las mujeres.  📺 Gran respuesta de @InesArrimadas.  https://t.co/1dfrkuvbj7","negative","negative",NA
"1330444200077299712","ciudadanos","☀ ¡Buenos días y #FelizDomingo!  🍊 Nueva #SemanaNaranja haciendo #PolíticaÚtil en el @Congreso_Es:  👉Advertencia a Sánchez: Cs o ERC y Bildu. 👉NO a la #LeyCelaá. 👉Permiso parental por cuarentena. 👉Control del estado de alarma.  📽 ¡No te pierdas este resumen!  https://t.co/h6zSm8rkLa","positive","neutral",NA
"1330268639208017921","ciudadanos","😡 Podemos está molesto con Cs porque hemos frenado muchas de sus medidas radicales.  🔜 @InesArrimadas ""Con los presupuestos veremos quién manda en el Gobierno: Pablo Iglesias o el PSOE"" #L6Nnobajarguardia  https://t.co/6TilAbql3H","negative","negative",NA
"1330267451091775498","ciudadanos","🔵🔴 En 40 años de democracia, el bipartidismo NUNCA se ha sentado a negociar unos presupuestos para España.  📺 @InesArrimadas ""Es bochornoso y es momento de hacer un reset para que se alcancen grandes acuerdos para nuestros país"" #L6Nnobajarguardia  https://t.co/mPRV73UM5M","positive","negative",NA
"1330267126893043712","ciudadanos","🤔 ¿En el futuro qué le vamos a contar a nuestros hijos?  ❌ Que solo se criticó y NO se ofrecieron soluciones. ✅ Que se hizo #PolíticaÚtil con sentido de Estado.  📺 @InesArrimadas ""Es el momento de trabajar con principios para hacer cosas extraordinarias"" #L6Nnobajarguardia  https://t.co/p6YHiOyQfP","positive","negative",NA
"1328616028184727552","ciudadanos","👉Los que hoy defienden que pactar con Bildu es normalidad democrática...  🤦‍♂️ También defendían a Sánchez cuando decía que no pactaría nada con Bildu.  📻 @InesArrimadas ""Hay dirigentes como Lastra y Ábalos que solo defienden al presidente a pesar de lo que diga"" @HerreraenCOPE  https://t.co/eyhdBojT88","positive","negative",NA
"1328615628576595975","ciudadanos","‼️ La vía de Cs es incompatible con la de Bildu y ERC.  📻 @InesArrimadas ""Si el Gobierno acepta nuestras condiciones de igualdad y ayuda a las familias, autónomos y pymes, el separatismo rechazaría esas cuentas"" @HerreraenCOPE  https://t.co/ygWJQwiXg2","neutral","negative",NA
"1328614207626022914","ciudadanos","¿Qué exigimos para apoyar los presupuestos?  👉 Medidas económicas para superar la crisis. 👉 Revertir la cesiones dadas ante el chantaje del separatismo.  📻 @InesArrimadas ""Trabajamos para beneficiar a todos los españoles"" @HerreraenCOPE  https://t.co/a06dEzFOLQ","negative","negative",NA
"1328613651234885633","ciudadanos","💪 Mientras otros se dedicaban a gritar, Cs ha conseguido:  ✅ Evitar la subida del IVA a la educación concertada y especial y a la sanidad. ✅ Frenar el incremento del IRPF a la clase media. ✅ Impedir la subida del impuesto de sociedades.  📻 @InesArrimadas en @HerreraenCOPE  https://t.co/98eJT9j2w3","negative","neutral",NA
"1328612513118892032","ciudadanos","⁉️ ¿En La Moncloa manda Iglesias o el PSOE?  🇪🇸 Lo mejor para España es una vía moderada con Cs para los presupuestos.  📻 @InesArrimadas ""Si Sánchez va por el camino de Bildu y ERC será evidente que lo hace porque quiere"" @HerreraenCOPE  https://t.co/f4J9NJhh82","positive","neutral",NA
"1328606304219303936","ciudadanos","👋 #BuenosDías, Ciudadanos.   📻 Empezamos el martes con @InesArrimadas en @HerreraenCOPE.  📡 Acompáñanos. Sigue la entrevista #EnDirecto en este enlace 🔛  https://t.co/6S6HRFIqEN  https://t.co/xYudY22vpm","positive","neutral",NA
"1328455754114797570","ciudadanos","🇪🇸 Necesitamos unos presupuestos que beneficien a la mayoría de los españoles.  📻 @carrizosacarlos ""Aunque Podemos y ERC intenten expulsarnos de la negociación, Cs se mantendrá sentado hasta el final"" en @24horasR   👉 Sánchez tiene que elegir entre la vía moderada y la radical.  https://t.co/ZcZSZbo1BC","positive","neutral",NA
"1328453055600336900","ciudadanos","🔙 La gestión de la pandemia de Torra se distinguía por echar la culpa de todo a España.  🤦‍♂️ Y ahora hemos pasado a las peleas internas entre ERC y JxCat.  📻 @carrizosacarlos ""Los catalanes estamos abandonados a un gobierno inoperante en medio de una pandemia"" en @24horas_rne  https://t.co/TWUK7iKv9x","negative","negative",NA
"1328436532831793158","ciudadanos","🌙 ¡Termina la noche del lunes con nosotros!  📻 En unos minutos, @carrizosacarlos estará comentando la actualidad política en @24horas_rne.  🔛 ¡No te lo pierdas! Síguelo #EnDirecto aquí 👉  https://t.co/PihAlQH4J1  https://t.co/FaNLxyy0iR","positive","neutral",NA
"1328403468990767106","ciudadanos","💸 En lugar de despilfarrar el dinero de todos los españoles en 1.212 asesores enchufados...  ✅ ¡Inviértanlo en ofrecer soluciones!  🍊 Cs seguirá exigiendo que los presupuestos incluyan ayudas directas para autónomos y pymes.  https://t.co/SLxwtaOAaj","positive","negative",NA
"1328357102474178563","ciudadanos","🗳 ¿El PSC está con el constitucionalismo o con ERC y Podemos?  ❌ ¡Cataluña NO necesita un segundo 'procés' ni un tercer tripartito!  🇪🇸 Sino un gobierno serio y transversal que ofrezca soluciones a los ciudadanos.  https://t.co/r5YbPdDEY4","neutral","neutral",NA
"1328322045512388609","ciudadanos","🇪🇺Debemos seguir el ejemplo de Europa: NO podemos abandonar a los autónomos y pymes.  📡@MelisaRguezH ""Políticos desconectados como Oskar Matute, que dicen que no hay ciudadanos de clase media que lo están pasando mal, deben ir a la calle y conocer la realidad"" #ActualidadCs  https://t.co/V1CbZcnmMJ","negative","negative",NA
"1328320626839474176","ciudadanos","❓ El Gobierno debe explicar: ¿por qué en un momento de crisis se suben el sueldo y multiplican los asesores?  📡 @MelisaRguezH ""¿Con qué cara le van a decir a los ciudadanos que tienen que apretarse el cinturón?"" #ActualidadCs  https://t.co/nHPkicRxyb","negative","negative",NA
"1328320398015033345","ciudadanos","⁉️ ¿Es momento de unos presupuestos para las familias, autónomos y pymes?...  ❌ ...¿o unas cuentas que contenten al separatismo y atropellen al español?  📡 @MelisaRguezH ""Que el Gobierno rectifique sus leyes ideológicas y demuestre si tiene altura de miras"" #ActualidadCs  https://t.co/v5IwIUVs29","negative","negative",NA
"1328319589734895616","ciudadanos","🚨 El #TransfuguismoEsCorrupción y no debe quedar ninguna duda.  Tras 1️⃣0️⃣ años hemos conseguido reactivar el Pacto Antitransfuguismo.  📡 @MelisaRguezH ""Hay que erradicar esta práctica que vulnera la voluntad de los votantes"" #ActualidadCs  https://t.co/Jrlwdwkiy9","negative","negative",NA
"1328319270816780288","ciudadanos","✅ Ya evitamos que se subieran los impuestos a la clase media.  👉 Ahora queremos blindar la igualdad y la unidad de España y las medidas positivas para la economía.  📡 @MelisaRguezH ""Hay tiempo y negociaremos hasta el último día"" #ActualidadCs  https://t.co/yr6JP6zkqF","positive","neutral",NA
"1328318220550483971","ciudadanos","🇪🇸 ¡Todavía estamos a tiempo de tener unos presupuestos sensatos para España!  👉 ¿Manda Pablo Iglesias o el PSOE?  📡 @MelisaRguezH ""Sánchez debe decidir: apoyar a los españoles con Cs u optar por el separatismo y su proyecto excluyente"" #ActualidadCs  https://t.co/QCWFknu8Bj","neutral","neutral",NA
"1328315560023781376","ciudadanos","📡 @MelisaRguezH atiende a los medios de comunicación tras la reunión del Comité Permanente de Cs.  👉 Entérate de todos los temas de la semana.  🔛 ¡No te lo pierdas #EnDirecto!  https://t.co/b1kxCmxB2Y","neutral","neutral",NA
"1328258924336836608","ciudadanos","🤝 En Cataluña es necesaria una lista conjunta del constitucionalismo para dar soluciones a los ciudadanos.  ❌ ¡NO necesitamos un segundo 'procés' ni un tercer tripartito!  📺 @InesArrimadas ""Pedimos al PSC que elija bien"" #LaHoraInésArrimadas  https://t.co/2I6h9taF90","positive","neutral",NA
"1328258398459195394","ciudadanos","⛔️ El PSOE pide responsabilidad a nivel nacional, pero donde es oposición, como en Andalucía, NO quiere llegar a acuerdo.  📺 @InesArrimadas ""El único partido que hace lo mismo y busca el diálogo desde el gobierno y desde la oposición es Cs"" #LaHoraInésArrimadas  https://t.co/jCH2Z0t5Wj","positive","negative",NA
"1310917883187339269","ciudadanos","🏛 En unos minutos, @BalEdmundo ofrecerá una rueda de prensa desde el @Congreso_Es para hablar de la agenda parlamentaria de esta semana.  👉 A continuación te dejamos un resumen.  https://t.co/x8B9rM6XUx","positive","neutral",NA
"1310897370419298304","ciudadanos","🤦‍♂️ Torra termina como comenzó: desobedeciendo las leyes e incendiando las calles.  ⛔ ¡Hay que dar carpetazo al 'procés'!  📽 @carrizosacarlos ""Los constitucionalistas debemos unirnos para trabajar por el bienestar y la economía de Cataluña""  https://t.co/oI8xvYg6F3","negative","negative",NA
"1310853067005452288","ciudadanos","❗️Necesitamos dar carpetazo a los 10 años del procés.  📺 @CarrizosaCarlos ""Estamos intentado ir con el PP y el PSOE para formar una coalición constitucionalista para iniciar la reconstrucción de Cataluña"" #LaHoraDeLa1   🏛Urge un Govern que se ocupe de los catalanes.  https://t.co/I3rYVsywni","neutral","neutral",NA
"1310852060250697728","ciudadanos","👉El independentismo quiere apostar por la parálisis.  📺 @CarrizosaCarlos ""Pero es el peor momento para tener un Gobierno en funciones"" #LaHoraDeLa1  ❗️Cataluña necesita unos presupuestos para hacer frente a la crisis económica y sanitaria.  https://t.co/7ntQE0V230","negative","negative",NA
