"id","political_party","tweet","nrc_lexicon","robertuito_transformer","gemini_llm"
"1343247775488684035","ciudadanos","🧸 Hoy @carrizosacarlos ha donado a @CreuRojaCAT los juguetes recogidos por @jovenesCs en Cataluña.  🎄 Gracias a la solidaridad de miles de voluntarios, no faltará comida, mascarillas e ilusión en muchos hogares estas navidades.  https://t.co/XCk548yRwV","positive","positive","positive"
"1343160930302095362","ciudadanos","❌ El Gobierno de España NO debe aprovechar políticamente esta vacunación.  ✅ Este es un éxito de la Ciencia, de Europa y de todos los españoles.  📡 @carrizosacarlos ""Hay que consensuar y coordinar la administración de la vacuna con las comunidades autónomas"" #ActualidadCs  https://t.co/NgyeGMIbvi","negative","negative","negative"
"1342890822262517760","ciudadanos","⚠️ Esta semana se ha consumado el atropello de la #LeyCelaá.  🤦‍♀️ El PSOE ha vendido la educación de millones de españoles al separatismo por un puñado de votos.  ✋ No te pierdas el repaso de @Lroldansu diciendo #STOPLeyCelaá en el Senado.  https://t.co/7d0hL6hMFz","negative","negative","negative"
"1342523000265056256","ciudadanos","🇪🇸 Es un orgullo que en su discurso el Rey apostase por la ética y la moral en las instituciones, incluida la Casa Real.  ✅Celebremos el proyecto común de todos los españoles recogido en la Constitución de 1978.  📽 @carrizosacarlos ""Felipe VI ha sido impecable en su reinado""  https://t.co/EUI4zCVuP7","positive","positive","positive"
"1342397723073458178","ciudadanos","🎄 ¡Buenos días y #FelizNavidad!  ✅ A pesar de lo duro que ha sido este año, la unión y la solidaridad de los ciudadanos ha sido esencial para salir adelante.  😷 Sigamos siendo responsables y cuidemos de los nuestros para seguir brindando en 2021.  https://t.co/SZ2eSNbtbz","positive","positive","positive"
"1342030493584404481","ciudadanos","🎄 ¡Hoy os queremos desear Felices Fiestas y Feliz Navidad!  👉 Celebramos pensando en los que se han ido y con la mirada puesta en el futuro.  🥂 Con prudencia y responsabilidad pronto volveremos a brindar juntos.  https://t.co/48fVLlPwyZ","positive","positive","positive"
"1341805464263270400","ciudadanos","⚠️ Hoy se ha consumado el atropello de la #LeyCelaá.  🤯 Han vendido los derechos fundamentales de los españoles a cambio de un puñado de votos separatistas.  ‼️ ¡Es inmoral que quieran convertir los abusos de Cataluña en ley orgánica!  🛑 Hoy dijimos #STOPLeyCelaá en el Senado.  https://t.co/bKYG7prgHU","negative","negative","negative"
"1341721720001077248","ciudadanos","⛔️ La Generalitat se concentra en el 'procés' y en pedir amnistías para los que dieron un golpe.  🤯 La angustia de la población ante la pandemia no les importa.  📡 @CarrizosaCarlos ""El resultado es esta gestión nefasta que estamos viendo"" #UnaCataluñaParaTODOS  https://t.co/cM06qgShnB","negative","negative","negative"
"1341721354643582976","ciudadanos","🚨 El cierre de las comarcas del Ripollès y La Cerdanya a última hora es ruinoso.  ❌Es una nueva falta de contacto de la Generalitat con los problemas de los ciudadanos.  📡 @CarrizosaCarlos ""Todos acabaremos pagando la negligencia mediante indemnizaciones"" #UnaCataluñaParaTODOS  https://t.co/wdmahtR8yx","negative","negative","negative"
"1341720371855306755","ciudadanos","⚠️ Los hosteleros están viviendo una pesadilla en estas fiestas por el cerrojazo unilateral de la Generalitat.  👉 Decretaron unos horarios restringidos que NO funcionan.  📡 @CarrizosaCarlos ""Es económicamente ruinoso y  sanitariamente no tiene sentido"" #UnaCataluñaParaTODOS  https://t.co/9Z2va6cqdm","negative","negative","negative"
"1341691013723811840","ciudadanos","⛔️ La nueva ley de educación nace muerta.  😓 Es lamentable que cada gobierno que llega a La Moncloa pretende hacer su propia ley.  🏛 @Lroldansu ""Saquemos el partidismo de este tema y apostemos por un Pacto Nacional de Educación"" #STOPLeyCelaá  https://t.co/kTWZ5NHmV7","negative","negative","negative"
"1341688961975152640","ciudadanos","🎗 ERC celebraba la nueva ley de educación como una forma de ""blindar la inmersión lingüística"".  🚨 El separatismo intenta imponer un sistema monolingüe reivindicado por una plataforma que espía a niños en el patio...  ⚠️ ...y el PSOE se los permite.  🏛 @Lroldansu #STOPLeyCelaá  https://t.co/BM0Mu41eBQ","negative","negative","negative"
"1341687703801389056","ciudadanos","🚨 Solo 6 formaciones políticas apoyan la nueva ley de educación.  ❌ 12 la han rechazado. ❌ También la RAE.  🏛 @Lroldansu ""El Gobierno solo se ha preocupado de escuchar a Rufián para amarrar votos para los presupuestos"" #STOPLeyCelaá  https://t.co/qb7hnRz9IP","negative","negative","negative"
"1341687244244004864","ciudadanos","⚫️ Hoy es un día triste para España.  ❌ El Gobierno aprueba una ley de educación sin consenso que es mala por lo que propone y por lo que impide.  🏛 @Lroldansu ""Ataca a la concertada y a la especial mientras atropella el derecho a educarse también en español"" #STOPLeyCelaá  https://t.co/4xFWINketf","negative","negative","negative"
"1341675034394451968","ciudadanos","🎄 La Nochebuena de @InesArrimadas:  💻 En la mañana conectará por Zoom con personas que van a pasar solas la Navidad.  📱 En la noche, junto a Álex y Xavi, cenará a distancia con sus padres y su suegra a través de la tablet.  ✅ ""La prudencia es una inversión para el futuro""  https://t.co/lw6wL9cSWA","neutral","neutral","neutral"
"1341673588043223040","ciudadanos","🔙 Sánchez se presentó a las elecciones diciendo que NO pactaría con separatistas.  🍊 La parte moderada del Gobierno prefería la alternativa de Cs.  📺 @InesArrimadas ""Es una pena para España que al final Sánchez decidiera escuchar más a Iglesias"" en @EspejoPublico  https://t.co/f2kt98wDHA","negative","negative","negative"
"1341672503031324674","ciudadanos","👉 En los presupuestos faltan ayudas directas para pymes y autónomos.  🇪🇺 Por eso pedíamos que se siguiera el ejemplo del resto de Europa.  📺 @InesArrimadas ""La situación es sangrante y tenemos que evitar cierres definitivos. El Gobierno debe rectificar"" en @EspejoPublico  https://t.co/b1dU9njeed","negative","negative","negative"
"1341670642387726336","ciudadanos","❌ Los presupuestos de Sánchez se concentran más en contentar al separatismo que en las necesidades de los españoles.  ⚠️ Son unas cuentas muy poco realistas y eso nos va a afectar como país.  📺 @InesArrimadas en @EspejoPublico  https://t.co/ZnW4VLmqR8","negative","negative","negative"
"1341663458635493376","ciudadanos","⌛️ En pocos momentos @InesArrimadas será entrevistada en @EspejoPublico.  🔛 No te lo pierdas #EnDirecto  https://t.co/6x73aRmBnb  https://t.co/fih4vlAHsW","neutral","neutral","neutral"
"1341656432064811008","ciudadanos","❌ El Gobierno ha vetado el consenso en la negociación de la #LeyCelaá.  👉 El PSOE está  a tiempo de rectificar una medida que es ilegal: la Justicia defiende que el español debe ser lengua vehicular.  📺 @Lroldansu en @LaHoraTVE  https://t.co/EWMo8vSpfW","negative","negative","negative"
"1341656394576130048","ciudadanos","⚠️ El Gobierno de España ha llegado siempre tarde y mal durante la crisis.  ❌ Tardaron en suspender los vuelos de Reino Unido. ❌ Tenemos 17 planes de Navidad distintos.  📺 @Lroldansu ""Seguiremos señalando los errores de forma constructiva"" en @LaHoraTVE  https://t.co/tEc9ueRWLQ","negative","negative","negative"
"1341656355816546304","ciudadanos","🇪🇸 Cs ha sido coherente tendiendo la mano al Gobierno para dar unos presupuestos responsables a España.  📺 @Lroldansu ""Sánchez ha sido irresponsable: prefiere la radicalidad de ERC y Bildu para contentar a sus socios. No piensa en las familias"" en @LaHoraTVE  https://t.co/apXyY7zjZW","negative","negative","negative"
"1341650162427584512","ciudadanos","🌤#BuenosDías  📺 Comienza la mañana viendo la entrevista a @Lroldansu en @LaHoraTVE  🔛 Síguela #EnDirecto pinchando en este enlace  https://t.co/1ZGtlrA5ZD  https://t.co/U75oyCbBtT","neutral","neutral","neutral"
"1341357004464504832","ciudadanos","🚨 En plena pandemia el separatismo ha dejado tirados a los trabajadores y autónomos.  ❌ Ha sido una legislatura perdida en el Parlament por su culpa.  📡 @CarrizosaCarlos ""Solo se concentran en pedir amnistías mientras pasan de todas nuestras propuestas"" #ActualidadCs  https://t.co/AlZdLsYXoT","negative","negative","negative"
"1341355964566544384","ciudadanos","📡 @carrizosacarlos ha ofrecido una rueda de prensa tras la disolución del Parlament y la firma del decreto de convocatoria a elecciones.  👉 ¡Te lo contamos a continuación!  https://t.co/aat1WRyMct","neutral","neutral","neutral"
"1341118262726316032","ciudadanos","🤨 Podemos está tan desconectado que, en medio de una pandemia, Pablo Iglesias piensa que los ciudadanos hablan de monarquía o república...  🤦‍♂️ Qué lejos está Galapagar de lo problemas reales.  https://t.co/vKWoipFHjb","negative","negative","negative"
"1341081949054615553","ciudadanos","⛔️ Este año ha sido muy duro y en las fiestas los españoles NO estarán debatiendo entre monarquía y república, como dice Pablo Iglesias.  🎄 @InesArrimadas ""Vive en un chalet lejos de los problemas y la desesperación de los ciudadanos"" #ÁrbolTribandera  https://t.co/6PSgXPOV0p","negative","negative","negative"
"1341011472009342979","ciudadanos","🚨 Si Sánchez NO puede indultar a los condenados del 'procés', bajará la pena del delito de sedición en el Código Penal.  ❌ Es incomprensible que faciliten las cosas a los que quieren volver a dar un golpe a la democracia.  📺 @InesArrimadas en #ArrimadasResponde  https://t.co/ajVJHjM5rf","negative","negative","negative"
"1341007067516194816","ciudadanos","⁉️ ¿Al chalet de Galapagar será que NO llegan los problemas de los ciudadanos?  📺 @InesArrimadas ""Lo que menos importa ahora a los españoles es el falso dilema entre monarquía y república"" #ArrimadasResponde  ❌ Podemos está desconectado de la realidad.  https://t.co/JEUAqZQUoS","negative","negative","negative"
"1340979785271566339","ciudadanos","⚠️ Exigimos al Gobierno que deje de mirar hacia otro lado ante la nueva cepa de #COVID19 en Reino Unido.  📡 @MelisaRguezH ""Es necesario que se anuncien restricciones a los vuelos"" #ActualidadCs  👉 Sánchez debe comparecer en el @Congreso_Es.  https://t.co/uthRc0695b","negative","negative","negative"
"1340977754553114638","ciudadanos","📡 @MelisaRguezH atiende a los medios de comunicación desde la sede nacional de Cs.  🔛 ¡No te lo pierdas #EnDirecto!  https://t.co/pxn8K1lWuv","neutral","neutral","neutral"
"1340751324238008320","ciudadanos","🤚 Hoy hemos salido a las calles para decir #STOPLeyCelaá   ⚠ Por décadas se ha excluido el español en Cataluña y esta nueva tropelía agrava el problema.  💪🍊 Cs NO va a callar ante las injusticias, como hacen Miquel Iceta y el PSC.  🏛 Exigimos que el Gobierno rectifique.  https://t.co/shGeW9BHFq","negative","negative","negative"
"1340730580787486728","ciudadanos","🚨 El nacionalismo usa la lengua como caballo de troya para adoctrinar.  📻 @ToniCanto1 ""#STOPLeyCelaá porque acaba con la libertad de los padres para elegir en qué lengua se educan sus hijos""  😓Es repugnante que la promuevan políticos que llevan a sus hijos a escuelas privadas.  https://t.co/staYYxkRLF","negative","negative","negative"
"1340605417299333120","ciudadanos","🤯 Puigdemont amenaza otra vez con que no hay independencia sin dolor...  ❌ ...y lo hace utilizando instalaciones públicas.  📡 @CarrizosaCarlos ""Basta ya de causar dolor a los catalanes"" #STOPLeyCelaá  https://t.co/9r9qAQhPQI","negative","negative","negative"
"1340604600898957313","ciudadanos","🔴🔵 El bipartidismo mira a otro lado a pesar de que se atropella en Cataluña la educación en español desde hace décadas.  ⚖️ @CarrizosaCarlos ""Sentencias judiciales advierten que esto es ilegal"" #STOPLeyCelaá  🍊 Queremos que se pueda estudiar en español, catalán e inglés.  https://t.co/oWJtnQGvz8","negative","negative","negative"
"1340583785499398148","ciudadanos","☀️ ¡Buenos días y #FelizDomingo!  ❌  Sánchez se lava las manos y evita anunciar un Plan Nacional de Navidad.  🦠 Ante la irresponsabilidad del Gobierno...  🏛 @InesArrimadas le dio el miércoles este repaso en el @Congreso_Es  🎥 Aquí te lo dejamos otra vez si te lo perdiste.  https://t.co/pIrWoYfR8Z","negative","negative","negative"
"1340296074469068801","ciudadanos","🚀 En medio de la pandemia, la Generalitat de Cataluña invierte 26 millones de euros en lanzar cohetes.  🧑‍🚀 ¿Cómo resuelve la Nasa Catalana los problemas reales de los ciudadanos?  👉 Cada día es más urgente un cambio político en Cataluña.  🗞  https://t.co/LaHLA9gA1V  https://t.co/L12zvVyBE1","negative","negative","negative"
"1339900733492244482","ciudadanos","🔴🔵 El bipartidismo ha abandonado a las familias que quieren educar a sus hijos también en español.   ⚖️ ""La sentencia del Tribunal Superior de Justicia es una enmienda a la totalidad de la #LeyCelaá. Deben retirarla""  👉 Exigimos que la ministra comparezca en el @Congreso_Es  https://t.co/uwj3esJLJA","negative","negative","negative"
"1339888644270780416","ciudadanos","🚨 El riesgo de una tercera ola de #COVID19 es muy elevado.  😷 @InesArrimadas ""Los ciudadanos tendremos que compensar con sentido común las improvisaciones y la falta de un Plan Nacional"" #ActualidadCs  👉 El Gobierno de España debe asumir sus responsabilidades.  https://t.co/Y3zUGGMgE1","negative","negative","negative"
"1339601390042169346","ciudadanos","Rufián asegura que hoy en día los golpes de Estado se pueden dar sin militares y sin tanques...  ⚠ Bien lo sabe él con toda la experiencia que tiene su partido dando un golpe en Cataluña.  ⚡ Genial zasca de @InesArrimadas  Y estos son los socios de Sánchez...🤦‍♂️  https://t.co/Sm1olp2Sqy","negative","negative","negative"
"1339572120263770113","ciudadanos","😷🦠 La crisis del #COVID19 es muy fuerte para los abuelos que no pueden ver a sus nietos.  📲 @InesArrimadas ""En las fiestas pondremos la tablet en la mesa para poder comer con la familia a través de videoconferencia"" #YaEsMediodía635  https://t.co/9C95jZi86p","negative","negative","negative"
"1339569679078141956","ciudadanos","📺 ¿Te perdiste la entrevista a @InesArrimadas en @yaesmediodiatv?  👉 A continuación te dejamos un resumen #YaEsMediodía635  https://t.co/2hNAJsadVr","neutral","neutral","neutral"
"1339540742604267527","ciudadanos","🚨 Desde hace décadas empezamos a advertir sobre el fanatismo nacionalista.  ⚠️ @BoadellaAlbert ""Desde 2006 hicieron de mí un enemigo público en Cataluña por esto"" #ActualidadCs  👉 Necesitamos un cambio político urgente. La labor de @CiutadansCs es muy importante.  https://t.co/Rpt0ollMxE","negative","negative","negative"
"1339538835336814594","ciudadanos","❌ Desde la Generalitat y desde el Ayuntamiento de Barcelona se niegan a rechazar los hostigamientos a comerciantes por atender en español.  ⚠️ El clima ideológico que se vive en Cataluña genera una fuga de talento muy grave.  📡 @CarrizosaCarlos #ActualidadCs  https://t.co/E189MDAUoC","negative","negative","negative"
"1339498480604246016","ciudadanos","🇪🇸 España necesita una Ley de Educación de todos, no de un gobierno particular.  📺 @CCuadradoCs ""Somos defensores de la educación concertada y de la libertad de elección educativa"" @La7_tv  ❌ La #LeyCelaá es un gran fracaso de la política.  https://t.co/vWZWjVDhf9","negative","negative","negative"
"1339494491661725698","ciudadanos","🍊💪 ¡Estamos muy contentos con el trabajo de @CsRegionMurcia!  📺 @CCuadradoCs ""Hay muchas ganas de seguir haciendo #PolíticaÚtil por los ciudadanos desde las instituciones y también en los lugares en donde estamos en la oposición"" @La7_tv  https://t.co/dZmdawXsVM","positive","positive","positive"
"1339482526012874752","ciudadanos","🌤 ¡Buenos días y #FelizJueves!  📺 Comienza la mañana viendo la entrevista a  @CCuadradoCs en @La7_tv  📲 Síguela #EnDirecto pinchando este enlace  https://t.co/v3GQLODwFc  https://t.co/qKbxqWHROH","neutral","neutral","neutral"
"1339234066537861131","ciudadanos","🤯 Sánchez habla mucho del número de diputados, pero Bildu tiene 5 escaños y les hace la pelota todos los días.  🏛 @InesArrimadas ""Trata mejor al partido de Otegi, un condenado por secuestro, que a los constitucionalistas"" #Pleno  https://t.co/i71jBpuXXa","negative","negative","negative"
"1339232543506378752","ciudadanos","❌ Sánchez sigue negando la realidad de los españoles: no responde preguntas ni atiende a propuestas.  🚀 ¿Dónde vive? ¿En la Luna?  🏛️ @InesArrimadas ""¡Hable con los autónomos, las pymes y las familias! No les sigan dejando atrás"" #Pleno  https://t.co/naRqf5slZ2","negative","negative","negative"
"1339230950165778432","ciudadanos","🏛️ Si te has perdido la réplica de @InesArrimadas al Presidente del Gobierno en el #Pleno...  👉 ¡Aquí puedes verla al completo!  https://t.co/uffyq6hm61","neutral","neutral","neutral"
"1339170988618092544","ciudadanos","👨‍🔬 La pandemia ha demostrado que necesitamos apostar por la ciencia y la innovación...  ❌ ...pero el Gobierno de Sánchez se niega incluso a una casilla para que el contribuyente elija si 0,7% de sus tributos se inviertan en esto.  🏛 @InesArrimadas ""Hechos y no palabras"" #Pleno  https://t.co/IVQnvn2Ng6","negative","negative","negative"
"1339168366498639873","ciudadanos","🎄 Los datos de contagios en España son muy preocupantes ahora que viene la Navidad.  🏛 @InesArrimadas ""Estamos ante el peor escenario: falta de liderazgo del Gobierno y una falsa sensación de seguridad"" #Pleno  👉 Es hora de prudencia y políticas claras.  https://t.co/f9dBCK6w6c","negative","negative","negative"
"1339167666649649154","ciudadanos","❌ Sánchez tiene la estrategia de ponerse las medallas y huir de los problemas.  🏛 @InesArrimadas ""Ese plan para enfrentar la pandemia es obsceno y NO puede salir bien"" #Pleno  🇪🇺 Asuma responsabilidades como hacen Macron o Merkel.  https://t.co/KfpLPpiYJB","negative","negative","negative"
"1339166928506662913","ciudadanos","⛔️ La falta de autocrítica y el exceso de triunfalismo de Sánchez son insultantes ante lo que sufren los españoles.  🏛 @InesArrimadas ""Nuestros datos son de los peores de Europa, pero es difícil encontrar a un líder con menos empatía que usted"" #Pleno  https://t.co/0qWBQSjf3c","negative","negative","negative"
"1339162960061755392","ciudadanos","⁉️ ¿Dónde estaría España sin ser parte de la Unión Europea? ⁉️ ¿Dónde estaríamos sin los fondos de rescate para enfrentar la crisis?  🏛 @InesArrimadas ""Señor Sánchez, no pongan en juego las ayudas por sus cacicadas de repartirse a los jueces"" #Pleno  https://t.co/IzLxFn1tat","negative","negative","negative"
"1338943395197227010","ciudadanos","😱 La reforma del CGPJ de PSOE y Podemos es un insulto.  📢 ¡Espabilen! Se acabaron los chanchullos del bipartidismo repartiéndose a los jueces a su antojo.  👨‍⚖️👩‍⚖️ Son los jueces los que tienen que elegir a los jueces.  📽️ ¡@BalEdmundo lo puede decir más alto pero no más claro!  https://t.co/fNn0lfu4ZY","negative","negative","negative"
"1338937364819943430","ciudadanos","⁉️ ¿Qué soluciones ofrece el Gobierno para las familias con niños en casa en cuarentena preventiva?  😠 ¡Ninguna!  🏛️ @SaraGimnez ""Las mujeres trabajadoras son las más perjudicadas. Esta situación les lleva a la exclusión laboral"" #Pleno  https://t.co/GfPupulNNS","negative","negative","negative"
"1338891285759987714","ciudadanos","❌ Ya no estamos en la etapa del bipartidismo.  📡 @BalEdmundo ""Los jueces deben elegir a los jueces, pero el PSOE y sus socios NO quieren"" #Pleno  😓 Su deseo es lo que tanto critican: dominar las instituciones.  https://t.co/DwKq80xNi0","negative","negative","negative"
"1338890358370037762","ciudadanos","Verdades como puños de @BalEdmundo en #Pleno:  ⚠️ Señores del PSOE y de Podemos, su propuesta para reformar el CGPJ es un insulto. Solo buscan:  ❌ Debilitar al Poder Judicial ❌ Presionar al PP ❌ Colocar a su gente e influir en las sentencias  https://t.co/1vUnXWpLj9","negative","negative","negative"
"1338842470231248896","ciudadanos","⚠️ La reforma que proponen PSOE y Podemos del CGPJ es un nuevo golpe a la independencia de la Justicia.  🚨 @BalEdmundo ""Pretenden influir en el dictado de las sentencias"" #ActualidadCs  ❌ Votaremos en contra.  https://t.co/almtcTlALg","negative","negative","negative"
"1338842266790735872","ciudadanos","🚨 Un grupo de totalitarios acosaron hoy a los trabajadores de @CiutadansCs en el Parlament.  📡 @BalEdmundo ""Condenamos estos ataques que demuestran el pensamiento totalitario"" #ActualidadCs  https://t.co/ediX3KcZ3Z","negative","negative","negative"
"1338788578306961408","ciudadanos","⚖️ Hoy enviamos a los alcaldes de municipios de Cataluña gobernados por el separatismo #UnaConstituciónPorNavidad  ✉️ @CarrizosaCarlos cuenta los detalles de esta acción #EnDirecto   🔛 No te lo pierdas.  https://t.co/KpLVScW5wD","neutral","neutral","neutral"
