"id","political_party","tweet","label","POS","NEG","NEU","robertuito_transformer"
"1344565097176457216","ciudadanos","🍊 Cs ha sido un soplo de aire fresco en la política española.   📺 @Carrizosacarlos ""Nuestro proyecto lo forman perfiles renovadores que vienen de la sociedad civil"" en @elprogramadear   ✅ Somos el único partido que defiende sin complejos al constitucionalismo en Cataluña.  https://t.co/eBPxNNLOJP","NEU",0.440881222486496,0.0920880809426308,0.467030733823776,"neutral"
"1344564721370935296","ciudadanos","👉 Para que un país escape de los extremismos tiene que haber un espacio de centro.   📺 @carrizosacarlos ""Cs es un partido de centro, y eso significa moderación y sensatez"" en el @elprogramadear    🍊 Nuestro proyecto se basa en poner por encima de todo a los ciudadanos.  https://t.co/ekR6XnJZ5J","NEU",0.238653883337975,0.153951093554497,0.607394993305206,"neutral"
"1344553003500646400","ciudadanos","⛅️ ¡Buenos días y #FelizJueves!   📺 Comienza la mañana con @Carrizosacarlos en el @elprogramadear de @telecincoes   Síguelo #EnDirecto aquí para no perderte nada 🔛  https://t.co/gIQMfYXC6R  https://t.co/FjuOllUR9O","NEU",0.397669345140457,0.0484351068735123,0.553895592689514,"neutral"
"1344380121726267398","ciudadanos","⚠️ Es una irresponsabilidad que el PSOE priorice el partido sobre la salud de los españoles.   👉 El señor Illa ya ha demostrado que solo se reencuentra con ERC y con Podemos.  📻 @carrizosacarlos ""Nosotros aspiramos a repetir el aglutinamiento de votos de 2017"" en @radio5_rne  https://t.co/l9bphYtQnY","NEG",0.00443560862913728,0.932377636432648,0.0631867721676826,"negative"
"1344347523792719874","ciudadanos","🚨 Mientras España atraviesa la peor crisis sanitaria y económica...  🤦‍♂️ El presidente del Gobierno y el ministro de Sanidad piensan en candidaturas.   ⁉¿Importa más el partido que la salud de los ciudadanos?  https://t.co/d2wTls1M8S","NEG",0.00349745899438858,0.921269774436951,0.0752327665686607,"negative"
"1344328647101075457","ciudadanos","👉 2020 ha sido un año muy difícil.  ⚫ Nunca olvidaremos a los fallecidos por esta horrible pandemia.  🧡 Tampoco dejaremos de agradecer el trabajo de esos héroes que han estado en primera línea de batalla cuidando de nosotros.  📽 @begonavillacis    https://t.co/LWQgKsEhk0","NEG",0.061035443097353,0.54579371213913,0.393170773983002,"negative"
"1344298199956287491","ciudadanos","🍊 Cs siempre demuestra estar a la altura de los españoles y ser un partido coherente.   👉 Para nosotros el interés general siempre estará por encima de todo.   ▶   https://t.co/0FVjYznsGe  https://t.co/RvlEMGlTd6","NEU",0.218051686882973,0.157075971364975,0.624872267246246,"neutral"
"1344262131538124801","ciudadanos","‼️ El ministro de Sanidad pensando en ser candidato en plena pandemia...  📡 @CarrizosaCarlos ""Esto nos aclara las intenciones del PSOE"" #ActualidadCs  ❌ ¿Cómo pueden priorizar el partido sobre la salud pública? ¡Es una irresponsabilidad!  https://t.co/MqhLH8qOh3","NEG",0.00266496348194778,0.959234595298767,0.0381005629897118,"negative"
"1344261533862391810","ciudadanos","🍊 Con #PolíticaÚtil hemos demostrado que Cs es el único partido de centro.  📡 @CarrizosaCarlos ""Nuestra divisa es la defensa del centro, la sensatez y la moderación"" #ActualidadCs   ✅ Seguiremos defendiendo el constitucionalismo en Cataluña.  https://t.co/paTUxxeEWD","NEU",0.218176037073135,0.124740816652775,0.65708315372467,"neutral"
"1344259837509722113","ciudadanos","📡 @Carrizosacarlos ofrece una rueda prensa para comentar la actualidad.   ➡️ ¡Te lo contamos! #ActualidadCs   🔛 #EnDirecto aquí  https://t.co/JNxGjSgDZp  https://t.co/lWvLfyX9ZA","NEU",0.116119459271431,0.123827382922173,0.760053157806396,"neutral"
"1344198193106530305","ciudadanos","👋#BuenosDías.   🍊Desde Cs estamos orgullosos del trabajo realizado.   ✅Frenamos una subida de impuestos. ✅Apoyamos presupuestos en varias CCAA. ✅Mejoramos la ley de eutanasia. ✅Y mucho más...  👉En 2021 seguiremos con más #PolíticaÚtil.  📻@BalEdmundo en @LasMananas_RNE  https://t.co/vvRbulg17F","NEU",0.354615330696106,0.127819910645485,0.51756477355957,"neutral"
"1344003755268698112","ciudadanos","👎La gestión del Gobierno ha sido nefasta:  ❌Uso partidista de la pandemia.  ❌No ayuda a autónomos y pymes.  ❌Plantea indultos a cambio de apoyos.  ❌Mercadea con el CGPJ.    📻 @MelisaRguezH ""Cs, en cambio, ha demostrado estar a la altura de los españoles"" en @CAPITALRADIOB  https://t.co/N1DEL7Sl9X","NEG",0.00284974346868694,0.967333078384399,0.0298171453177929,"negative"
"1343967517585399809","ciudadanos","❗Termina el año y los reclamos de los españoles siguen pendientes.   ❌ Menos indultos para quienes intentan romper España.  ✅ Más ayudas directas para las familias.   🚫 Basta ya de concesiones al separatismo.  https://t.co/LG1euc913N","NEG",0.0116354394704103,0.863390386104584,0.124974139034748,"negative"
"1343932920352935936","ciudadanos","❌ La permisividad de la señora Colau ante la okupación ilegal es intolerable.   📡 @Carrizosacarlos ""Si Cs gobierna en Cataluña se impulsará una ley #STOPOkupas que proteja a los propietarios y a las comunidades ante esta injusticia” #ActualidadCs  https://t.co/eBStTL6a19","NEG",0.0087318941950798,0.878003418445587,0.113264739513397,"negative"
"1343932260152717313","ciudadanos","⚠️ @Carrizosacarlos ""Barcelona es un ensayo catastrófico del tripartito que pretenden poner en marcha ERC, PSC y Comuns en Cataluña"" #ActualidadCs    👉 Mientras Madrid atrae a nuevas empresas, Barcelona las pierde.   ❗️ ¡Hay que revertir esa situación!  https://t.co/BRN8zUTCDB","NEG",0.00722646154463291,0.90901392698288,0.0837595909833908,"negative"
"1343931566993645571","ciudadanos","👉 Mientras que en Madrid se ayuda a hosteleros y comerciantes, en Cataluña se les da la espalda.   🛑¡Basta ya de dejación por parte del Govern!  📡 @Carrizosacarlos ""Madrid es el claro ejemplo de que hay otra forma de tratar a los sectores productivos” #ActualidadCs  https://t.co/ZUYa9EPtCT","NEG",0.00735636195167899,0.895783424377441,0.0968601703643799,"negative"
"1343930618451783680","ciudadanos","✅Hay que apostar por la hostelería y el comercio, porque significa apostar por el empleo.   👉 En Madrid se han bajado los impuestos, por lo que es posible hacerlo también en Barcelona.   📡@Begonavillacis ""Pedimos al Gobierno de España que apruebe ayudas directas"" #ActualidadCs  https://t.co/UiyESgYtI3","NEU",0.145828276872635,0.143976047635078,0.710195660591125,"neutral"
"1343929883387428867","ciudadanos","✅ En el Ayto. de @MADRID hemos demostrado generosidad con los Pactos de la Villa y los Presupuestos.   👉 Nuestra prioridad han sido los madrileños.  📡@begonavillacis ""Nuestras pymes y autónomos sufren y cuentan con nuestro apoyo para resistir"" #ActualidadCs  https://t.co/t9WrGCTtGG","NEU",0.115690439939499,0.2923723757267,0.591937184333801,"neutral"
"1343929166341808129","ciudadanos","🔙 Barcelona siempre ha sido un ejemplo de ciudad cosmopolita.   👎 Pero el tripartito lo ha echado todo por tierra con delirios separatistas.  🍊 @Begonavillacis ""Madrid y Barcelona no tienen que competir, pueden ser perfectas aliadas en el mundo global"" #ActualidadCs  https://t.co/UH84LNvAKi","NEU",0.0877300128340721,0.372567772865295,0.539702236652374,"neutral"
"1343928611544461409","ciudadanos","⚠️Barcelona es un campo de pruebas del tripartito que quieren llevar a cabo ERC, Socialistas y Comunes en Cataluña.   🍊 @MLuzGuilarte ""Con su mala gestión han degradado a Barcelona y han empobrecido a los barceloneses"" #ActualidadCs  https://t.co/kQd7J8pK6G","NEG",0.0171853136271238,0.740317940711975,0.242496758699417,"negative"
"1343927304372838401","ciudadanos","🍊 @Carrizosacarlos, @Begonavillacis y @MLuzGuilarte se han reunido hoy con el Gremio de Restauradores y el de Hosteleros y han visitado el Ayuntamiento de Barcelona.    📡 Después han ofrecido una rueda de prensa, ¡te dejamos un resumen!  https://t.co/vFazJdbVt5","NEU",0.304664134979248,0.0851479768753052,0.610187888145447,"neutral"
"1343892841232277505","ciudadanos","📡 @InesArrimadas ""Es indignante que el Gobierno piense más en sus socios que en el sufrimiento de los españoles"" #ActualidadCs   🤦‍♂️ España necesita menos indultos...  👉 Y más ayudas directas a nuestras pymes y autónomos.  https://t.co/Jm4vQvhru1","NEG",0.00388130196370184,0.950376570224762,0.0457421652972698,"negative"
"1343892324368179202","ciudadanos","🍊 Es posible dar carpetazo al procés si el constitucionalismo sale a votar el próximo #14F  📡 @InesArrimadas ""Tenemos el mejor equipo para gobernar en Cataluña pensando en todos los catalanes"" #ActualidadCs  👉Es momento de iniciar una nueva etapa de prosperidad y convivencia.  https://t.co/M1Mz2FsKL3","NEU",0.219406858086586,0.0912762060761452,0.689316928386688,"neutral"
"1343891208968560640","ciudadanos","🚨 Las próximas semanas van a estar marcadas por una tercera ola de #COVID19 a pesar de la vacunación.   📡 @InesArrimadas ""Le pido al Gobierno de España que trabaje más por los ciudadanos y menos por sus intereses"" #ActualidadCs   🇪🇸 Es lo que se merecen los españoles.  https://t.co/XPSNXYtClF","NEG",0.0239071547985077,0.661631464958191,0.314461320638657,"negative"
"1343890442065235969","ciudadanos","📡 @InesArrimadas ""La oposición no es una sala de espera en la que se está hasta que se llega a gobernar"" #ActualidadCs  🍊 Cs va a apoyar los presupuestos de CCAA y ciudades importantes de España.  ✅ Hemos demostrado estar a la altura de las circunstancias.  https://t.co/xyNs7dpPHL","NEU",0.0988064631819725,0.268102556467056,0.633091032505035,"neutral"
"1343889937880543234","ciudadanos","📡 @InesArrimadas ""Hemos hecho una labor de oposición responsable"" #ActualidadCs   ✅ Ofrecimos una alternativa moderada y frenamos  subidas de impuestos a la clase media  ❌ Pero el Gobierno eligió la radicalidad del separatismo.  https://t.co/rUse8JgOZd","NEU",0.0633780285716057,0.460961848497391,0.475660175085068,"neutral"
"1343889121362792450","ciudadanos","😷 ¡Ya hemos empezado la campaña de vacunación!  📡 @InesArrimadas ""Estamos ante una gran noticia, un gran avance de la ciencia y de coordinación de la Unión Europea"" #ActualidadCs  👉 Pero debemos seguir con prudencia porque aún queda para acabar con esta pesadilla.  https://t.co/G8TLwhBCKN","NEU",0.300623744726181,0.147972032427788,0.551404237747192,"neutral"
"1343888080294600706","ciudadanos","👉 Hoy tradicionalmente se hace un repaso de la labor del Gobierno.  ‼️ Pero este año, la valoración la harán los españoles y no los expertos elegidos a dedo por Sánchez  📡 @InesArrimadas ""Ha faltado liderazgo a nivel nacional para dirigir esta pandemia"" #ActualidadCs  https://t.co/FYTSk445VR","NEU",0.0315428487956524,0.461093008518219,0.507364153862,"neutral"
"1343887589263233024","ciudadanos","⚫️Hemos perdido a más de 70.000 españoles por la pandemia.    📡@InesArrimadas ""Quiero acordarme de ellos y de los que sufren las consecuencias económicas de esta crisis "" #ActualidadCs  🧡Gracias a todos los sanitarios y trabajadores esenciales que han estado en primera línea.  https://t.co/Fc63kExdtj","NEG",0.0222442205995321,0.752180099487305,0.225575715303421,"negative"
"1343885754565611520","ciudadanos","🍊 Esta mañana se ha reunido el Comité Permanente de Cs.   📡 Tras la reunión, @InesArrimadas ofrece una rueda de prensa para valorar la #ActualidadCs   🔛 ¡No te lo pierdas #EnDirecto!  https://t.co/N5MrAUzxrt","NEU",0.172017872333527,0.135749891400337,0.692232310771942,"neutral"
"1343860007524302849","ciudadanos","⚠ Mientras los comerciantes catalanes sufren la crisis, las juventudes de ERC los atacan con campañas infames y racistas.   🛑 ¡Desde Cs no lo consentiremos!   🧡 Por ello hacemos una llamada a la solidaridad de los catalanes: cuando compres, piensa en TODOS.  https://t.co/4VmdttTHe5","NEG",0.0403637625277042,0.67047518491745,0.289160996675491,"negative"
"1343840430518054914","ciudadanos","👋#BuenosDías, Ciudadanos.  🧡¡Seguimos trabajando para que nadie se quede atrás!  🍊En los #PresupuestosMadrid2021 apostamos por unas cuentas sociales para afrontar la #COVID19.  👉942 millones de gasto social 👉280 millones para dependencia 👉19 millones en ayudas alimentación  https://t.co/ltZcmzl0Db","NEU",0.136750534176826,0.252404093742371,0.610845386981964,"neutral"
"1343641370809016324","ciudadanos","👉Mientras los hosteleros y comerciantes catalanes sufren... ⚠Los separatistas radicales les atacan con campañas llenas de odio.  ⚠Y el Govern sigue sin ofrecerles ningún tipo de apoyo.  📽 Hoy @carrizosacarlos les ha mostrado el apoyo de @CiutadansCs, ¡dale al play!  https://t.co/Dnuzq7Iszz","NEG",0.0190182570368052,0.836030006408691,0.144951686263084,"negative"
"1343611735765381121","ciudadanos","❌ ¡Basta ya! La convivencia en Cataluña no se recupera dando privilegios a quienes quieren romperla.   ⚠ El PSOE demuestra con sus actos que solo piensa en un tripartito con el separatismo.   ✋ No lo permitiremos.  ▶  https://t.co/semT6cuJ5f  https://t.co/ryRPjPWng4","NEG",0.0110079143196344,0.851454377174377,0.137537628412247,"negative"
"1343567380073635842","ciudadanos","🍊Desde Cs seguimos trabajando por la regeneración y la transparencia.  ✅La Oficina contra el Fraude y la Corrupción ya es una realidad en #Andalucía.  ❌No vamos a permitir que se repitan las corruptelas practicadas durante décadas de gobiernos socialistas.  #STOPCorrupción  https://t.co/5zzMdhwLnP","NEG",0.0353699065744877,0.676165163516998,0.288464933633804,"negative"
"1343531955858636802","ciudadanos","🍊 Desde Cs exigimos la comparecencia del ministro de Sanidad para conocer las medidas frente a la nueva cepa de la #COVID19  📡 @CarrizosaCarlos ""Pediremos todas las explicaciones que hagan falta para mantener informados a todos los ciudadanos sobre la vacunación"" #ActualidadCs  https://t.co/IDn40C3MhS","NEU",0.0816203653812408,0.250360280275345,0.668019413948059,"neutral"
"1343531550768574465","ciudadanos","👉 Desde @CiutadansCs sabemos que el plan oculto del PSC es gobernar con ERC.   📡 @CarrizosaCarlos ""Exigimos que el señor Iceta se pronuncie"" #ActualidadCs  ⁉️ ¿Hasta cuándo el PSOE seguirá haciendo concesiones a quienes quieren romper España?  https://t.co/N2JqN72sPM","NEG",0.0086198952049017,0.814345419406891,0.177034646272659,"negative"
"1343531109246754818","ciudadanos","👉Los hosteleros están soportando lo insoportable para no cerrar.   📡 @CarrizosaCarlos ""Las franjas horarias y las restricciones impuestas por la Generalitat les perjudican"" #ActualidadCs  ‼️ ¡Basta ya de improvisación! Hacen falta ayudas directas por parte del Govern.  https://t.co/92VXws3Sfe","NEG",0.00388178415596485,0.954562485218048,0.0415557287633419,"negative"
"1343530555053404160","ciudadanos","❗️Cataluña necesita dar carpetazo al procés.   📡 @CarrizosaCarlos ""Cs es la opción, la casa común del constitucionalismo"" #ActualidadCs   ✅ El próximo #14F es nuestra oportunidad para gobernar para todos los catalanes.  https://t.co/0AEEIV7rOD","NEU",0.0805826559662819,0.237262189388275,0.682155132293701,"neutral"
"1343529237404377088","ciudadanos","⚠️ Los hosteleros y comerciantes de Lleida están sufriendo una nueva campaña por parte de las juventudes de ERC  📡 @CarrizosaCarlos ""Han puesto pancartas para que no compren a quienes hablan español"" #ActualidadCs  ❌¡No permitiremos que sigan fomentando el odio entre catalanes!  https://t.co/2rcpbIlc0i","NEG",0.00551657658070326,0.912781298160553,0.0817021951079369,"negative"
"1343522978584276992","ciudadanos","🍊 @CarrizosaCarlos se ha reunido hoy con comerciantes, hosteleros y autónomos de Lleida.  📡 Acompáñanos #EnDirecto.   🔛 ¡No te pierdas la #ActualidadCs!  https://t.co/enYNHlOXhj","NEU",0.192316666245461,0.131176307797432,0.67650705575943,"neutral"
"1343492454675263489","ciudadanos","⚽♥️ Cs y el F.C. Barcelona han llegado a un acuerdo para que el equipo azulgrana luzca en su camiseta el corazón tribandera a partir del 1 de enero.  ✅ Se defenderán así los valores de la igualdad, la libertad y la unión.  🗞 Más info aquí  https://t.co/ocxPc8D2Px #28deDiciembre  https://t.co/VHVkfCbHwz","NEU",0.256524801254272,0.062567412853241,0.680907845497131,"neutral"
"1343479592548499458","ciudadanos","⚠️ ¡Podemos ha desconectado de la calle!   🎄 Estas Navidades se ha hablado de salud y de trabajo, que es lo que realmente preocupa a los españoles.  ❌ Pero ellos insisten en atacar nuestras instituciones.  📺 ¡Así de claro lo explica @begonavillacis! #LaHoraVillacís  https://t.co/JptaJskqIO","NEG",0.00685207825154066,0.921300411224365,0.0718475058674812,"negative"
"1343476985587236864","ciudadanos","🚨 El Gobierno de España ha dejado abandonados a la hostelería y al comercio en su peor momento.   📺 @Begonavillacis ""Por eso desde el Ayto. de @MADRID nos hemos esforzado por sacar adelante unos Presupuestos buenos para estos sectores"" #LaHoraVillacís  https://t.co/aGHsU7h3PF","NEG",0.0187530014663935,0.78381359577179,0.19743350148201,"negative"
"1343473883505184770","ciudadanos","📺 @Begonavillacis ""La única forma de perimetrar Barajas es adoptar un criterio objetivo: hacer una PCR sistemática"" #LaHoraVillacís   ✅ Así se protegería nuestro país y se ofrecería seguridad a los españoles frente a la #COVID19  https://t.co/v9gS3No5ob","NEU",0.0915744453668594,0.212096318602562,0.696329236030579,"neutral"
"1343472144467054593","ciudadanos","❌ Sánchez no puede estar sólo para lo bueno, también tiene que estar en lo malo.   👎 España no se podía permitir 17 planes diferentes para Navidades.   📺 @begonavillacis ""Esto demuestra que el Gobierno de España no ha aprendido nada de los errores"" #LaHoraVillacís  https://t.co/vTSTKFu66G","NEG",0.00270102545619011,0.96034175157547,0.0369571894407272,"negative"
"1343471097308733440","ciudadanos","👉 Los españoles hemos pasado una etapa que nos ha generado mucha desconfianza.  📺 @begonavillacis ""Pero yo les digo que, cuando se hayan vacunado a las personas de riesgo y haya una campaña de vacunación, me vacunaré junto con toda mi familia"" #LaHoraVillacís  https://t.co/rYY4H4AjZj","NEG",0.0186156257987022,0.609665155410767,0.371719241142273,"negative"
"1343468934968840193","ciudadanos","⛅️ ¡Buenos días y #FelizLunes!   📺 Comienza la mañana con @begonavillacis en @LaHoraTVE   ⏰ En unos minutos estará comentando la actualidad, ¡no te lo pierdas! ➡️  https://t.co/1ZGtlrA5ZD  https://t.co/6e8dPVKmCm","NEU",0.358608663082123,0.0504354052245617,0.590955972671509,"neutral"
"1343247775488684035","ciudadanos","🧸 Hoy @carrizosacarlos ha donado a @CreuRojaCAT los juguetes recogidos por @jovenesCs en Cataluña.  🎄 Gracias a la solidaridad de miles de voluntarios, no faltará comida, mascarillas e ilusión en muchos hogares estas navidades.  https://t.co/XCk548yRwV","POS",0.521875381469727,0.0379711501300335,0.440153419971466,"positive"
"1343221010359840768","ciudadanos","🎄 Con la campaña #ComparteAndalucía invitamos a los ciudadanos a mostrar nuestra región durante estas fiestas.  📻 @JuanMarin_Cs ""Queremos mantener viva la ilusión de los viajeros por nuestra tierra para que vuelvan a ella cuando acabe la pandemia"" @GenteViajeraOCR  https://t.co/cx9lkeSPq1","NEU",0.348421573638916,0.0742278471589088,0.577350556850433,"neutral"
"1343220968328716288","ciudadanos","🚨 No podemos abandonar el turismo, es esencial para la economía española.  ✅ La @AndaluciaJunta está trabajando en la pronta recuperación de este sector.  📻 @JuanMarin_Cs ""El turismo nos ayudará a salir de esta crisis por su capacidad de resiliencia"" @GenteViajeraOCR  https://t.co/mfXLyUDiHl","NEU",0.242618262767792,0.166469186544418,0.590912580490112,"neutral"
"1343220887659667456","ciudadanos","📻 ¿Te perdiste la entrevista de @JuanMarin_Cs esta mañana en el programa @GenteViajeraOCR de @OndaCero_es?  👉 ¡Te dejamos un resumen con lo más destacado a continuación!  https://t.co/5mDVeUPdfE","NEU",0.173457369208336,0.118965290486813,0.707577407360077,"neutral"
"1343163622336376833","ciudadanos","❌ Illa apoya los pactos con Podemos ❌ Ábalos quiere 'aliviar tensiones' con separatistas ❌ Iceta descalifica a la Fiscalía...  ‼️ ¡Dejen de erosionar el Estado de Derecho!  📡 @carrizosacarlos ""Evidencian la intención del PSOE de pactar un tripartito en Cataluña"" #ActualidadCs  https://t.co/4gZHdqdesc","NEG",0.00847792066633701,0.884274780750275,0.107247389853001,"negative"
"1343160930302095362","ciudadanos","❌ El Gobierno de España NO debe aprovechar políticamente esta vacunación.  ✅ Este es un éxito de la Ciencia, de Europa y de todos los españoles.  📡 @carrizosacarlos ""Hay que consensuar y coordinar la administración de la vacuna con las comunidades autónomas"" #ActualidadCs  https://t.co/NgyeGMIbvi","NEG",0.0710548385977745,0.538027346134186,0.390917807817459,"negative"
"1343159600498020352","ciudadanos","🇪🇸 Es el primer día de vacunación contra el #COVID19 en España.  📡 @carrizosacarlos ""Es un momento de esperanza para todos los españoles para superar esta pandemia"" #ActualidadCs  😷 Sigamos siendo responsables, la vacuna no nos exime de tomar todas las precauciones.  https://t.co/yXkvUQ2Wy1","NEU",0.215402692556381,0.10877700895071,0.675820231437683,"neutral"
"1343158768046141442","ciudadanos","🧸 Hoy hemos donado en la central de @CruzRojaEsp en Barcelona los juguetes recogidos por @jovenesCs.  📡 @carrizosacarlos ""Estamos orgullosos de la solidaridad de miles de voluntarios españoles que reparten alimentos y mascarillas para aquellos que lo necesitan"" #ActualidadCs  https://t.co/v5ETUB98wc","NEU",0.300406634807587,0.0883311852812767,0.611262202262878,"neutral"
"1343151441012252677","ciudadanos","🎄🧸 @carrizosacarlos ha entregado en @CruzRojaEsp los juguetes recogidos en las sedes de @CiutadansCs para que ningún niño se quede sin regalos estas navidades.  📡 ¡Síguelo #EnDirecto!  https://t.co/zH5C0XBetN","NEU",0.240061402320862,0.0850312411785126,0.674907326698303,"neutral"
"1343132040796004352","ciudadanos","☕️ ¡Buenos días y #FelizDomingo!  🍊 @Ciutadans ha sido el único dique de contención del separatismo.  🖋️ ""Iceta nunca está cuando se le espera en defensa de los principios constitucionales""  🗞️ Lee aquí la entrevista de @carrizosacarlos en @elperiodico.  https://t.co/FrhudH1LU8  https://t.co/DrFCwhIsDc","NEU",0.24091200530529,0.139316365122795,0.619771659374237,"neutral"
"1342890822262517760","ciudadanos","⚠️ Esta semana se ha consumado el atropello de la #LeyCelaá.  🤦‍♀️ El PSOE ha vendido la educación de millones de españoles al separatismo por un puñado de votos.  ✋ No te pierdas el repaso de @Lroldansu diciendo #STOPLeyCelaá en el Senado.  https://t.co/7d0hL6hMFz","NEG",0.0115859359502792,0.831547200679779,0.156866878271103,"negative"
"1342836046044811264","ciudadanos","👩‍🍳 En el Día de #SanEsteban no podíamos quedarnos sin disfrutar de los tradicionales canelones.  🍴 @InesArrimadas, @carrizosacarlos, @MarinaBS_Cs, @jordi_canyas y @Nmartinblanco nos cuentan cómo los hacen.  📽 ¡Descúbrelo aquí!  https://t.co/8pRmpshcHO","NEU",0.342183917760849,0.100572690367699,0.557243347167969,"neutral"
"1342800499028975616","ciudadanos","🏃‍♀️🏃‍♂️ Los #PresupuestosMadrid2021 ayudarán a mejorar la salud de los madrileños a través del deporte.  ✅ Asegurar la sostenibilidad de nuestro deporte base. ✅ Fomentar el deporte femenino, deportes minoritarios e inclusivos. ✅ Combatir la obesidad infantil.  #MadridEsDeporte  https://t.co/ZZuSF7iw4e","NEU",0.244101703166962,0.0977693200111389,0.658128976821899,"neutral"
"1342769332271636480","ciudadanos","☀ ¡Buenos días y #FelizSábado!  🤦‍♂️ Los tripartitos fueron la antesala de la década de confrontación en Cataluña.  ✅ La solución es dar carpetazo al 'procés' el #14F y gobernar #UnaCataluñaParaTODOS.  🧐 ¡Lee la entrevista de @carrizosacarlos en @abc_es!  https://t.co/xZW7ucYuV8  https://t.co/eFqPxvWjOt","NEU",0.156944781541824,0.18388257920742,0.659172654151917,"neutral"
"1342548166407823360","ciudadanos","👏 Esta semana @MADRID ha aprobado los #PresupuestosMadrid2021 para hacer frente a la crisis sanitaria y económica.  ✅ Vivienda pública asequible. ✅ Renaturalizar Madrid con el #BosqueMetropolitano   ✅ Impulso de #MadridNuevoNorte y desarrollo del sureste.  https://t.co/Has6auJBIZ","NEU",0.395187884569168,0.1010382771492,0.503773868083954,"neutral"
"1342523000265056256","ciudadanos","🇪🇸 Es un orgullo que en su discurso el Rey apostase por la ética y la moral en las instituciones, incluida la Casa Real.  ✅Celebremos el proyecto común de todos los españoles recogido en la Constitución de 1978.  📽 @carrizosacarlos ""Felipe VI ha sido impecable en su reinado""  https://t.co/EUI4zCVuP7","POS",0.519699513912201,0.086611732840538,0.393688797950745,"positive"
